name,city,country,address,postal_code,email,phone,website,_source,_review_needed,_salvage_reason,_file,_reason
Friends of Rescue Inc.,,US +1,,,info@forrescue.net,,https://forrescue.net/,clean,no,,,Not found in database
Greater Huntsville Humane Society (GHHS),,US +1,,,info@ghhs.org,,https://ghhs.org/,clean,no,,,Not found in database
Huntsville Friends of Rabbits,,US +1,,,huntsvillebunnies@hotmail.com,,https://www.huntsvillefriendsofrabbits.com/,clean,no,,,Not found in database
Southern Skies Labrador Rescue & Adoption,,US +1,,,info@southernskiesrescue.org,,http://www.southernskiesrescue.org/,clean,no,,,Not found in database
"Rockin P Rescue, Inc.",,US +1,,,rockinpadoption@gmail.com,,https://rockinprescue.org/,clean,no,,,Not found in database
"Brindlee Mountain Animal Rescue, Inc.",,US +1,,,brindleemountainanimalrescue@gmail.com,,,clean,no,,,Not found in database
Chihuahua-Toy Breed Rescue & Retirement - Alabama Chapter,,US +1,,,chihuawa10@msn.com,,,clean,no,,,Not found in database
TLC Animal Organization,,US +1,,,info@TLCPaws.org,,http://www.tlcpaws.org/,clean,no,,,Not found in database
Adopt A Kitty,,US +1,,,Stephen@adopt-a-kitty.org,,http://adopt-a-kitty.org/,clean,no,,,Not found in database
Azalea City Cat Coalition,,US +1,,,susanyoung@azaleacitycats.org,,https://azaleacitycats.org/,clean,no,,,Not found in database
Krewe de Rescue,,US +1,,,krewemobile@gmail.com,,https://www.facebook.com/KreweDeRescue/,clean,no,,,Not found in database
Mobile SPCA,,US +1,,,mobilespca@mobilespca.org,,https://www.mobilespca.org/,clean,no,,,Not found in database
Save a Stray,,US +1,,,info@saveastray.org,,https://www.saveastray.org/,clean,no,,,Not found in database
Helping Shepherds of Every Color Rescue,,US +1,,,everycolorrescue@yahoo.com,,https://www.helpingshepherdsofeverycolor.com/,clean,no,,,Not found in database
Another Option Cat Rescue (AOCR),,US +1,,,anotheroptioncatrescue@yahoo.com,,http://aocr.weebly.com/,clean,no,,,Not found in database
"New Hope Rescue, Inc",,US +1,,,NHRescueInc@gmail.com,,https://www.nhrescue.com/,clean,no,,,Not found in database
ASPCI,,US +1,,,aspci.org@gmail.com,,https://www.aspci.org/,clean,no,,,Not found in database
East Alabama Humane Society,,US +1,,,eahs4pets@yahoo.com,,https://www.eahs4pets.com/,clean,no,,,Not found in database
PCS Pups Dog Rescue,,US +1,,,hello@pcspups.org,,https://www.pcspups.org/,clean,no,,,Not found in database
Safe Haven,,US +1,,,melissautech@yahoo.com,,,clean,no,,,Not found in database
"ASHR - Alabama Siberian Husky Rescue, Inc.",,US +1,,,info@alsiberianhuskyrescue.com,,,clean,no,,,Not found in database
"The Shire Rescue & Sanctuary, Inc.",,US +1,,,theshirerescueandsanctuaryinc@gmail.com,,https://www.shirehaven.org/,clean,no,,,Not found in database
Third Coast Animal Rescue,,US +1,,,thirdcoastanimalrescue@gmail.com,,https://www.facebook.com/thirdcoastanimalrescue/,clean,no,,,Not found in database
"Challenger's House, Inc.",,US +1,,,challengershouse@mchsi.com,,https://www.facebook.com/challengershouseofficial/,clean,no,,,Not found in database
Troy Animal Rescue Project,,US +1,,,troyanimalrescueproject@gmail.com,,https://troyanimalrescueproject.org/,clean,no,,,Not found in database
Must Love Paws,,US +1,,,mlpsapps@yahoo.com,,http://mustlovepawsrescue.com/,clean,no,,,Not found in database
Callie's Place,,US +1,,,calliesplaceal@gmail.com,,https://www.facebook.com/CalliesPlaceAL/,clean,no,,,Not found in database
PAAL - Parowan Animal Assistance League,,US +1,,,paal@parowanutahshelter.org,,,clean,no,,,Not found in database
"Underdog Animal Rescue and Rehab-Moab, Utah",,US +1,,,animalcare@underdogrescuemoab.org,,https://underdogrescuemoab.org/,clean,no,,,Not found in database
Ivins No-Kill Animal Supporters (INKAS),,US +1,,,inkas4pets@gmail.com,,https://inkas4pets.org/,clean,no,,,Not found in database
Four Paws Rescue,,US +1,,,scfourpaws@hotmail.com,,,clean,no,,,Not found in database
Nuzzles & Co.,,US +1,,,contact@nuzzlesandco.org,,https://nuzzlesandco.org/,clean,no,,,Not found in database
Second Chance for Homeless Pets,,US +1,,,info@utahpetadoptions.org,,https://www.utahpetadoptions.org/,clean,no,,,Not found in database
Zion Animal Lovers,,US +1,,,Runzion48@gmail.com,,https://www.facebook.com/zionanimallovers/,clean,no,,,Not found in database
"The Animal Rescue and Protection Society, Inc. (TARPS)",,US +1,,,shelter@tarpsanimalsheltervt.org,,http://tarpstheanimalprotectionsociety.blogspot.com/,clean,no,,,Not found in database
"Homeward Bound, Addison County’s Humane Society",,US +1,,,Jessica@homewardboundanimals.org,,https://www.homewardboundanimals.org/,clean,no,,,Not found in database
Central Vermont Humane Society,,US +1,,,Info@CentralVermontHumane.org,,https://centralvermonthumane.org/,clean,no,,,Not found in database
Pope Memorial Frontier Animal Shelter Inc,,US +1,,,animals@fasv.comcastbiz.net,,,clean,no,,,Not found in database
Springfield Humane Society,,US +1,,,Spfldhumane@vermontel.net,,https://www.spfldhumane.org/,clean,no,,,Not found in database
Monkey Sanctuary,,UK +44,,,info@wildfutures.org,,https://www.monkeysanctuary.org/,clean,no,,,Not found in database
Lucy Mackenzie Humane Society,,US +1,,,jstanley@lucymac.org,,https://www.lucymac.org/,clean,no,,,Not found in database
Long Trail Canine Rescue,,US +1,,,lisa@longtraildogs.org,,https://longtraildogs.org/,clean,no,,,Not found in database
Animal Welfare League of Alexandria,,US +1,,,info@alexandriaanimals.org,,https://alexandriaanimals.org/,clean,no,,,Not found in database
King Street Cats,,US +1,,,contact@kingstreetcats.org,,https://www.kingstreetcats.org/,clean,no,,,Not found in database
Tails High,,US +1,,,meow@tailshigh.org,,https://www.tailshigh.org/home/,clean,no,,,Not found in database
"Til the End of Time Sanctuary, Inc.",,US +1,,,Lauriewalsh5@gmail.com,,https://www.tiltheendoftimesanctuary.com/,clean,no,,,Not found in database
Homeward Trails Adoption Center,,US +1,,,info@homewardtrails.org,,https://www.homewardtrails.org/,clean,no,,,Not found in database
Lost Dog & Cat Rescue Foundation,,US +1,,,giving@lostdogrescue.org,,https://www.lostdogrescue.org/,clean,no,,,Not found in database
"Metro Ferals, Inc.",,US +1,,,,,http://www.metroferals.org/index.htm,clean,no,,,Not found in database
SPCA of Northern Virginia,,US +1,,,information@spcanova.org,,https://spcanova.org/,clean,no,,,Not found in database
BARK - Bandit's Adoption and Rescue of K-9s (Ashland),,US +1,,,info@barkva.org,,https://www.barkva.org/,clean,no,,,Not found in database
Animal HOPE Alliance (AHA),,US +1,,,animalhopealliance@hotmail.com,,https://animalhopealliance.com/,clean,no,,,Not found in database
Casey's House,,US +1,,,info@caseyshouse.org,,http://www.caseyshouse.org/,clean,no,,,Not found in database
White Bird Appaloosa Horse Rescue,,US +1,,,whitebirdapps@gmail.com,,https://www.whitebirdapps.com/,clean,no,,,Not found in database
Country Club Kennels & Training,,US +1,,,countryclubkennels@gmail.com,,https://www.countryclubkennels.com/,clean,no,,,Not found in database
Charlottesville Albemarle SPCA,,US +1,,,info@caspca.org,,https://caspca.org/,clean,no,,,Not found in database
THEIR VOICE RESCUE,,US +1,,,adopt@theirvoicerescue.org,,https://theirvoicerescue.org/,clean,no,,,Not found in database
Prince William County Animal Shelter,,US +1,,,info@pwhumane.org,,https://www.hasn.org/,clean,no,,,Not found in database
League for Animal Protection,,US +1,,,lapinformation@aol.com,,,clean,no,,,Not found in database
Central Virginia Regional Rescue,,US +1,,,info@cvrrescue.org,,https://www.cvrrescue.org/,clean,no,,,Not found in database
Fredericksburg SPCA,,US +1,,,info@fredspca.org,,https://fredspca.org/,clean,no,,,Not found in database
Gloucester-Mathews Humane Society (GMHS),,US +1,,,information@gmhumanesociety.org,,https://www.gmhumanesociety.org/,clean,no,,,Not found in database
The Cat Corner Inc.,,US +1,,,info@thecatcornerinc.com,,http://www.thecatcornerinc.com/,clean,no,,,Not found in database
Roanoke Valley Horse Rescue Inc.,,US +1,,,,,https://www.rvhr.com/wordpress/,clean,no,,,Not found in database
Anicira,,US +1,,,harrisonburg@anicira.org,,https://anicira.org/,clean,no,,,Not found in database
Cat's Cradle,,US +1,,,catscradle@catscradleva.org,,https://www.catscradleva.org/,clean,no,,,Not found in database
Friends of the Northumberland County Animal Shelter,,US +1,,,friendsncas@gmail.com,,https://www.friendsncas.org/,clean,no,,,Not found in database
"Cat Adoption and Rescue Efforts, Inc. (C.A.R.E.)",,US +1,,,board@care-cats.org,,https://care-cats.org/,clean,no,,,Not found in database
Fancy Cats & Dogs Rescue Team,,US +1,,,info@fancycats.org,,https://fancycats.org/,clean,no,,,Not found in database
Equine Rescue League,,US +1,,,bubbasays2@aol.com,,https://www.equinerescueleague.org/,clean,no,,,Not found in database
Almost Home PET Adoption Center,,US +1,,,pets@nelsonspca.org,,https://www.nelsonspca.org/,clean,no,,,Not found in database
Middleburg Humane Foundation,,US +1,,,admin@middleburghumane.org,,https://www.middleburghumane.org/,clean,no,,,Not found in database
Martinsville Henry County SPCA,,US +1,,,shelter@spcamhc.org,,https://www.spcamhc.org/,clean,no,,,Not found in database
Friends of Southside SPCA,,US +1,,,info@southsidespca.org,,https://southsidespca.org/,clean,no,,,Not found in database
"Feline Foundation of Greater Washington, Inc.",,US +1,,,info@ffgw.org,,https://ffgw.org/,clean,no,,,Not found in database
Wolf Trap Animal Rescue,,US +1,,,foster.adopt@wtarescue.com,,,clean,no,,,Not found in database
Fauquier SPCA,,US +1,,,fspca@fauquierspca.com,,https://www.fauquierspca.com/,clean,no,,,Not found in database
Peninsula SPCA,,US +1,,,megan@peninsulaspca.org,,http://peninsulaspca.org/,clean,no,,,Not found in database
Norfolk SPCA Adoption Center & Veterinary Clinics,,US +1,,,adoption@norfolkspca.org,,https://norfolkspca.com/,clean,no,,,Not found in database
SPCA Eastern Shore Virginia,,US +1,,,shorespca@gmail.com,,https://www.shorespca.com/,clean,no,,,Not found in database
Portsmouth Humane Society,,US +1,,,frontoffice@portsmouthhumanesociety.org,,https://portsmouthhumanesociety.org/,clean,no,,,Not found in database
A Forever Home Rescue Foundation,,US +1,,,info@aforeverhome.org,,https://aforeverhome.org/,clean,no,,,Not found in database
Atlantic Region Central Border Collie Rescue,,US +1,,,,,https://www.arcbcr.org/,clean,no,,,Not found in database
Henrico Humane Society (Richmond),,US +1,,,fundraising@henricohumane.org,,https://www.henricohumane.org/,clean,no,,,Not found in database
Richmond Ruff House,,US +1,,,Cindy@RichmondRuffHouse.org,,https://richmondruffhouse.org/home,clean,no,,,Not found in database
Richmond SPCA,,US +1,,,info@richmondspca.org,,https://richmondspca.org/,clean,no,,,Not found in database
Angels of Assisi,,US +1,,,angels@angelsofassisi.com,,https://www.angelsofassisi.org/,clean,no,,,Not found in database
Roanoke Valley SPCA,,US +1,,,mail@rvspca.org,,https://rvspca.org/,clean,no,,,Not found in database
Madison-Greene Humane Society,,US +1,,,madisongreenehumanesociety@gmail.com,,https://www.facebook.com/MGHSisHope/,clean,no,,,Not found in database
Isle of Wight County Humane Society,,US +1,,,info@iowchs.org,,https://www.iowchs.org/,clean,no,,,Not found in database
Stafford SPCA,,US +1,,,Mail@StaffordSPCA.org,,https://staffordspca.org/,clean,no,,,Not found in database
The Augusta Regional SPCA,,US +1,,,augustaregionalspca@yahoo.com,,https://arspca.org/,clean,no,,,Not found in database
Fluvanna SPCA,,US +1,,,manager@fspca.org,,https://www.fspca.org/,clean,no,,,Not found in database
East Coast Canine Alliance (Virginia Beach),,US +1,,,EastCoastK9Alliance@gmail.com,,http://www.eastcoastcaninealliance.com/,clean,no,,,Not found in database
"Hope For Life Rescue, Inc",,US +1,,,hopeforliferescue@gmail.com,,https://www.hopeforliferescue.com/,clean,no,,,Not found in database
K-9 New Life,,US +1,,,adoptions@k9newlife.org,,https://www.k9newlife.org/,clean,no,,,Not found in database
K9 Justice League,,US +1,,,K9JusticeLeague@gmail.com,,https://k9justiceleague.com/,clean,no,,,Not found in database
Virginia Beach SPCA,,US +1,,,Info@vbspca.com,,https://vbspca.com/,clean,no,,,Not found in database
RappCats,,US +1,,,rappcats@rappcats.org,,https://rappcats.org/,clean,no,,,Not found in database
Winchester Area SPCA,,US +1,,,shopmanager@winchesterspca.org,,https://winchesterspca.org/,clean,no,,,Not found in database
PAWS of Grays Harbor,,US +1,,,director@pawsgh.org,,https://pawsgh.org/,clean,no,,,Not found in database
The Cats Meow,,US +1,,,,,https://www.meowanacortes.org/,clean,no,,,Not found in database
Rompin Paws Rescue,,US +1,,,csalvati123@gmail.com,,https://rompinpawsrescue.rescuegroups.org/info/,clean,no,,,Not found in database
Wigglin Home Boxer Rescue,,US +1,,,wigglinhomeboxerrescue@gmail.com,,,clean,no,,,Not found in database
Saving Great Animals,,US +1,,,information@savinggreatanimals.org,,https://savinggreatanimals.org/,clean,no,,,Not found in database
Seattle Humane,,US +1,,,brandon@seattlehumane.org,,https://www.seattlehumane.org/,clean,no,,,Not found in database
The Pit Bull Pen,,US +1,,,thepitbullpen@gmail.com,,https://www.thepitbullpen.com/,clean,no,,,Not found in database
PAWS of Bremerton,,US +1,,,paws@pawsofbremerton.org,,http://pawsofbremerton.org/,clean,no,,,Not found in database
Burien C.A.R.E.S.,,US +1,,,buriencares@gmail.com,,https://www.buriencares.org/,clean,no,,,Not found in database
Humane Society of Skagit Valley,,US +1,,,humanesocietyofskagitvalley@gmail.com,,,clean,no,,,Not found in database
Camano Animal Shelter Association,,US +1,,,casa@camanoanimalshelter.org,,http://www.camanoanimalshelter.com/,clean,no,,,Not found in database
Special Bunny Rescue,,US +1,,,angieso1@earthlink.net,,https://www.specialbunny.org/,clean,no,,,Not found in database
Kitty Kat Haven,,US +1,,,kittyhavenwa@gmail.com,,https://kittykathaven.org/,clean,no,,,Not found in database
Ragamuffin Ranch,,US +1,,,info@ragamuffinranch.org,,https://www.ragamuffinranch.org/,clean,no,,,Not found in database
Colville Valley Animal Sanctuary,,US +1,,,office@cvasanctuary.org,,https://www.cvasanctuary.org/,clean,no,,,Not found in database
Another Chance Cat Adoption,,US +1,,,anotherchancecats2007@gmail.com,,https://www.anotherchancecatadoption.org/,clean,no,,,Not found in database
Animal Protection Society of Friday Harbor,,US +1,,,shelter@apsfh.com,,https://www.apsfh.com/about-us/mission/,clean,no,,,Not found in database
People United for Pets,,US +1,,,info@pupdogrescue.org,,,clean,no,,,Not found in database
Benton-Franklin Humane Society,,US +1,,,shelter@bfhs.com,,https://www.bfhs.com/,clean,no,,,Not found in database
Dalmatian Rescue of Puget Sound,,US +1,,,rescue@dalmatianrescueofpugetsound.org,,https://dalmatianrescueofpugetsound.com/,clean,no,,,Not found in database
Old Dog Haven,,US +1,,,office@olddoghaven.org,,https://olddoghaven.org/,clean,no,,,Not found in database
SOUTH PACIFIC COUNTY HUMANE SOCIETY,,US +1,,,spchs330@gmail.com,,https://beachpets.com/,clean,no,,,Not found in database
PAWS - Progressive Animal Welfare Society,,US +1,,,socialmedia@paws.org,,https://www.paws.org/,clean,no,,,Not found in database
AChance4Cats,,US +1,,,achance4cats@nctv.com,,https://www.facebook.com/profile.php?id=100083134248387,clean,no,,,Not found in database
North Beach Paws,,US +1,,,pawsnb@gmail.com,,https://www.northbeachpaws.org/,clean,no,,,Not found in database
Animal Foster Care Cat Shelter,,US +1,,,info@animalfostercare.org,,https://www.animalfostercare.org/,clean,no,,,Not found in database
N.O. Paws Left Behind Rescue,,US +1,,,,,https://www.nopawsleftbehinddogrescueorovillewa.com/,clean,no,,,Not found in database
Adams County Pet Rescue,,US +1,,,adopt@adamscountypetrescue.com,,https://adamscountypetrescue.com/,clean,no,,,Not found in database
Olympic Peninsula Humane Society,,US +1,,,info@ophumanesociety.org,,https://www.ophumanesociety.org/,clean,no,,,Not found in database
Sunny Sky's Animal Rescue,,US +1,,,sunnyskysanimalrescue@gmail.com,,https://www.sunnyskysshelter.org/,clean,no,,,Not found in database
HAVA (Hava Heart),,US +1,,,hava@hava-heart.org,,https://hava-heart.org/,clean,no,,,Not found in database
Motley Zoo Animal Rescue,,US +1,,,info@motleyzoo.org,,https://www.motleyzooanimalrescue.org/,clean,no,,,Not found in database
Forget Me Not Animal Shelter (Republic),,US +1,,,info@forgetmenotshelter.org,,https://forgetmenotshelter.org/,clean,no,,,Not found in database
Pet OverPopulation Prevention,,US +1,,,information@popptricities.org,,https://www.popptricities.org/,clean,no,,,Not found in database
Dog Gone Seattle,,US +1,,,adopt@doggoneseattle.org,,https://doggoneseattle.org/,clean,no,,,Not found in database
Emerald City Pet Rescue,,US +1,,,info@emeraldcitypetrescue.org,,https://www.emeraldcitypetrescue.org/,clean,no,,,Not found in database
FAF (Friends of the Animals Foundation),,US +1,,,info@fafseattle.org,,https://fafseattle.org/,clean,no,,,Not found in database
Saving Grace Rescue Inc,,US +1,,,totemra@gmail.com,,https://www.savinggracerescue.com/,clean,no,,,Not found in database
Seattle Area Feline Rescue,,US +1,,,info@seattleareafelinerescue.org,,https://www.seattleareafelinerescue.org/,clean,no,,,Not found in database
Peninsula Friends of Animals,,US +1,,,pfoa@olypen.com,,https://safehavenpfoa.org/,clean,no,,,Not found in database
"Adopt-A-Pet of Shelton, Washington",,US +1,,,adoptapetadoptions@gmail.com,,https://www.adoptapet-wa.org/,clean,no,,,Not found in database
